Country Name, Country Code, p1990, p1991, p1992, p1993, p1994, p1995, p1996, p1997, p1998, p1999, p2000, p2001, p2002, p2003, p2004, p2005, p2006, p2007, p2008, p2009, p2010, p2011, p2012, p2013, p2014, g1990, g1991, g1992, g1993, g1994, g1995, g1996, g1997, g1998, g1999, g2000, g2001, g2002, g2003, g2004, g2005, g2006, g2007, g2008, g2009, g2010, g2011, g2012, g2013, g2014, ghg1990, ghg1991,ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014 ,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,8242496,8427857,8613861,8795932,8967916,9125398,9267340,9395123,9509857,9613588,9708350,9793903,9871251,9945277,10022277,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,8242496,8427857,8613861,8795932,8967916,9125398,9267340,9395123,9509857,9613588,9708350,9793903,9871251,9945277,10022277,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,11063201,3639.4,3823.4,4124.7,4225.6,4367.6,4485.3,4818.9,5098.4,5337.2,5680.1,6021.3,6331.1,6465.3,6843.7,7408.8,7839.9,8422,9135.8,9605.9,9868.3,10227.3,10139.1,10642.5,11032.9,11460.3,19.3967,20.3627,21.1858,22.7361,22.5751,22.9325,24.0996,24.4946,25.5616,26.7091,27.9971,28.766,28.7322,29.037,30.1305,30.6967,31.7792,32.3562,32.7868,33.4059,35.7828,34.1016,35.4877,35.6478,38.1666
Turkey,TUR,53921760,54840590,55748948,56653804,57564204,58486456,59423282,60372568,61329676,62287397,63240194,64192243,65145367,66089402,67010930,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,53921760,54840590,55748948,56653804,57564204,58486456,59423282,60372568,61329676,62287397,63240194,64192243,65145367,66089402,67010930,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,77231907,6141.1,6302.8,6721.2,7313.8,6951,7487.4,8017.8,8626,9096,8757.2,9583.8,9215.1,9329.8,9603.9,10860.1,11887.9,13621.5,14849.3,16053.8,15489.9,17425.9,19651.7,20616.9,22269,23967.1,199.8824,204.4727,215.7234,227.1294,225.7385,244.6267,263.4771,273.6093,277.437,276.9811,303.2802,278.3483,288.4454,299.4328,304.9306,316.1324,342.7011,369.5271,368.0703,363.3341,375.0105,395.9018,420.3549,408.4574,431.4751
Tuvalu,TUV,8913,9026,9112,9194,9252,9298,9323,9323,9332,9346,9394,9484,9596,9726,9869,10000,10120,10221,10314,10424,10530,10633,10739,10857,8913,9026,9112,9194,9252,9298,9323,9323,9332,9346,9394,9484,9596,9726,9869,10000,10120,10221,10314,10424,10530,10633,10739,10857,10972,1542.8,1631.9,1699.4,1795,2009.2,1939,1851.9,2072.2,2418.1,2411,2428.5,2498.4,2706.1,2628.8,2624.5,2569.9,2672.2,2889.4,3152.1,3003.3,2925.6,3180.1,3086,3248.2,3319.1,0.017,0.0177,0.0179,0.0178,0.0179,0.018,0.0181,0.0183,0.0184,0.0185,0.0186,0.0187,0.0226,0.0226,0.0227,0.0228,0.0192,0.023,0.023,0.0231,0.0195,0.0196,0.0234,0.0235,0.018
Uganda,UGA,17354392,17953531,18561674,19175988,19793541,20413152,21032821,21655398,22290780,22952410,23650172,24388968,25167257,25980552,26821297,27684585,28571475,29486338,30431736,31411096,32428167,33476919,34559168,35695246,17354392,17953531,18561674,19175988,19793541,20413152,21032821,21655398,22290780,22952410,23650172,24388968,25167257,25980552,26821297,27684585,28571475,29486338,30431736,31411096,32428167,33476919,34559168,35695246,36912148,501.7,529.3,541.5,581.2,611.9,675.6,728.3,756.3,779.4,829.7,849.1,885.1,947.3,995.2,1057.4,1123.2,1242.2,1340,1438.9,1500.2,1552.9,1679.9,1722.2,1757.5,1820.1,14.2371,14.7734,15.1065,15.5377,15.3486,15.9557,16.089,16.8064,17.8754,17.3016,17.5639,18.1837,18.5694,20.5845,20.1867,22.9262,20.6,23.8495,29.5416,29.1482,31.2868,31.2207,32.5153,33.3286,34.1129
Ukraine,UKR,51892000,52000470,52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,51892000,52000470,52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,6790.3,6416.1,5908.8,5185.4,4101.8,3706.1,3426.8,3412.3,3415.5,3490.7,3817.5,4303.4,4646.8,5225.8,6062.1,6485.6,7227.7,8033.3,8423.7,7267.4,7664.4,8281.9,8481.8,8648,8710.7,896.8317,847.9462,744.9444,655.2487,560.0326,529.7066,469.2154,446.3514,420.0461,413.5979,402.6963,404.5186,409.3451,439.5704,413.7032,400.2808,408.7583,416.1027,404.6315,354.8086,372.5205,387.875,381.5245,375.9455,347.5459
Uruguay,URY,3109601,3131660,3154464,3177745,3201151,3224281,3247381,3270164,3291053,3308012,3319736,3325473,3326040,3323668,3321476,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3109601,3131660,3154464,3177745,3201151,3224281,3247381,3270164,3291053,3308012,3319736,3325473,3326040,3323668,3321476,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3400434,6386.7,6788.2,7439.4,7760.8,8441.5,8432.8,9001.7,9870.3,10366.3,10259.1,10249.7,10054.5,9422.2,9681.4,10446.5,11574.3,12399.9,13540.1,14756.5,15456.2,16808.3,17993.4,18931,20094.3,21069.2,26.0596,27.548,28.9861,29.4194,29.2819,29.4949,30.8125,30.5642,30.215,31.2033,29.3336,29.0994,29.3195,30.132,31.8204,31.9405,33.9728,32.9628,35.4596,35.3419,32.7712,34.3505,34.6884,34.0057,33.2163
Uzbekistan,UZB,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,2004.8,2018.9,1791.2,1751.2,1662.6,1652.1,1678.5,1762.7,1829.5,1915,2004.9,2107.3,2198.7,2307.3,2516.7,2743.3,3000.1,3324.9,3636.8,3893.3,4153.7,4470,4856.4,5255.5,5643.3,191.8647,197.9668,188.4699,192.201,189.7971,180.6496,182.1042,187.457,204.6181,207.7552,208.6924,211.196,213.6653,211.8598,210.9883,208.1455,217.0448,219.7121,221.562,215.0599,216.0626,228.1309,233.6175,225.7986,231.0922
"Venezuela, RB",VEN,19632665,20096317,20557683,21016901,21474549,21931084,22385650,22837743,23288564,23739841,24192446,24646472,25100408,25551624,25996594,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,19632665,20096317,20557683,21016901,21474549,21931084,22385650,22837743,23288564,23739841,24192446,24646472,25100408,25551624,25996594,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,30045134,9486.9,10513.7,11149.1,11194.6,10927.1,11355.6,11306.4,11991.9,11927.1,11160.6,11609.5,12040.8,10946.5,10103.5,12062.7,13495.6,15039,16549.8,17512.7,16840.3,16541.6,17319.3,18343.5,18648.6,18102.5,171.1796,172.7787,176.6315,182.9575,185.4084,193.7978,208.4795,215.0665,213.1243,202.3902,213.0652,217.4547,217.987,215.6306,220.1074,237.0501,226.6539,229.9562,263.2714,262.6864,263.4519,248.3921,273.6175,268.7571,271.1354
Vanuatu,VUT,146573,150716,155170,159744,164129,168158,171722,174921,177987,181265,184972,189219,193920,198959,204127,209282,214370,219472,224704,230247,236211,242653,249499,256635,146573,150716,155170,159744,164129,168158,171722,174921,177987,181265,184972,189219,193920,198959,204127,209282,214370,219472,224704,230247,236211,242653,249499,256635,263888,1655,1716.2,1749.1,1752.3,1899.7,1912.2,1951.2,2044.3,2119,2117.8,2247.4,2166.9,2038,2110.1,2196.2,2326,2537.6,2676.8,2837.2,2882.5,2888.7,2905.9,2930.9,2956.5,2997.9,0.4473,0.4605,0.4785,0.5031,0.5091,0.5157,0.5377,0.5413,0.5414,0.5455,0.5271,0.5134,0.5149,0.5298,0.5152,0.5235,0.5222,0.6433,0.6463,0.646,0.6592,0.6856,0.675,0.6735,0.7291
Samoa,WSM,162803,163997,165490,167119,168694,170054,171165,172068,172839,173609,174454,175392,176407,177484,178590,179727,180876,182046,183263,184556,185949,187469,189088,190717,162803,163997,165490,167119,168694,170054,171165,172068,172839,173609,174454,175392,176407,177484,178590,179727,180876,182046,183263,184556,185949,187469,189088,190717,192221,2368.9,2375.3,2402.7,2535.5,2500.3,2701.3,2929.1,2983,3069,3167.3,3445.4,3745.1,3946.8,4176.1,4459.1,4758.8,4967.6,5388.7,5512.1,5250,5296.7,5673.4,5755.8,5694.5,5837.2,0.3325,0.3367,0.3367,0.3405,0.347,0.3477,0.356,0.3606,0.3671,0.3783,0.4021,0.4218,0.4005,0.4111,0.4107,0.4228,0.4278,0.4365,0.4453,0.4539,0.4548,0.4707,0.4683,0.4696,0.4709
"Yemen, Rep.",YEM,11709993,12302124,12954155,13634076,14297613,14913315,15469274,15975668,16450310,16921149,17409072,17918373,18443691,18985000,19540098,20107409,20687646,21282515,21892146,22516460,23154855,23807588,24473178,25147109,11709993,12302124,12954155,13634076,14297613,14913315,15469274,15975668,16450310,16921149,17409072,17918373,18443691,18985000,19540098,20107409,20687646,21282515,21892146,22516460,23154855,23807588,24473178,25147109,25823485,2223,2325.3,2443.9,2472.2,2569.6,2657.8,2730.1,2829.9,2946.1,3015.2,3181.4,3278.9,3363.2,3452.7,3581.8,3789.9,3915.4,4038.7,4148.6,4221.4,4472.7,3876.3,3935.2,4084.9,4045.5,11.9895,13.632,14.4009,13.4986,13.8671,15.3971,15.7961,16.9014,18.0484,19.6519,20.5639,22.1001,22.2551,25.1134,26.3251,27.3677,27.6233,29.2998,30.9142,34.732,33.2571,29.4039,28.7025,35.6522,34.0082
South Africa,ZAF,36800509,37718950,38672607,39633750,40564059,41435758,42241011,42987461,43682260,44338543,44967708,45571274,46150913,46719196,47291610,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,36800509,37718950,38672607,39633750,40564059,41435758,42241011,42987461,43682260,44338543,44967708,45571274,46150913,46719196,47291610,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,54545991,6424.5,6414.1,6261.7,6331.8,6520.9,6719.6,7000.8,7179.8,7180.9,7349,7719.3,7994.3,8315.4,8613.6,9136.4,9796.2,10524.3,11240.3,11667.8,11416,11728.2,12179.2,12488.2,12815.7,13090.5,307.2053,302.9487,299.7879,308.1646,314.0302,326.9245,338.4412,354.4037,363.2446,345.5729,352.4945,389.31,401.8235,422.6017,450.8811,450.607,452.3843,471.9805,505.4988,482.0729,489.8552,478.8517,493.0983,510.2231,524.895
Zambia,ZMB,8036845,8246656,8451347,8656486,8869740,9096607,9339733,9597609,9866476,10140561,10415944,10692193,10971698,11256743,11550642,11856247,12173514,12502958,12848530,13215139,13605984,14023193,14465121,14926504,8036845,8246656,8451347,8656486,8869740,9096607,9339733,9597609,9866476,10140561,10415944,10692193,10971698,11256743,11550642,11856247,12173514,12502958,12848530,13215139,13605984,14023193,14465121,14926504,15399753,1517.9,1528.8,1499.3,1600.3,1457.6,1493.1,1573,1616.5,1584,1636.1,1692,1774,1835.2,1948.5,2087.2,2248.5,2434.5,2637.3,2819.7,3017,3269.8,3419,3634.8,3765.6,3893.5,41.5585,41.4408,41.1258,40.2397,39.1144,38.3807,37.0443,37.3849,38.5659,36.4704,35.3614,37.8933,36.9474,39.5005,41.2642,43.0962,41.2843,42.0176,43.2786,43.1116,45.7985,45.7977,48.5919,50.4074,51.201
Zimbabwe,ZWE,10432421,10680995,10900502,11092766,11261744,11410714,11541217,11653242,11747072,11822719,11881477,11923914,11954290,11982224,12019912,12076699,12155491,12255922,12379549,12526968,12697723,12894316,13115131,13350356,10432421,10680995,10900502,11092766,11261744,11410714,11541217,11653242,11747072,11822719,11881477,11923914,11954290,11982224,12019912,12076699,12155491,12255922,12379549,12526968,12697723,12894316,13115131,13350356,13586681,1829.7,1949.7,1777.8,1807.2,1986,2004.4,2227.1,2303.8,2377.8,2377.1,2344.3,2421.5,2235.4,1885.5,1818.1,1759.4,1738.5,1705.9,1417.5,1581.2,1888.6,2168.1,2534.5,2584,2648.6,33.051,33.465,34.1675,30.8451,30.0476,29.6123,30.9024,29.7537,30.6996,32.8545,30.1376,30.7063,27.2482,24.7989,24.98,25.0169,24.5678,24.7769,23.2327,23.2524,25.4643,27.6055,27.3979,27.3977,27.7244
