Country Name, Country Code,p1990,p1991,p1992,p1993,p1994,p1995,p1996,p1997,p1998,p1999,p2000,p2001,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,p2012,p2013,p2014,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014,ghg1990,ghg1991ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014
Malta,MLT,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,93.385,99.855,105.824,112.061,119.796,129.162,136.751,151.30200000000002,158.686,169.622,194.257,196.213,205.61700000000002,209.37599999999998,214.011,222.325,232.24,248.93200000000002,261.932,261.395,278.091,285.975,294.438,310.82599999999996,333.70300000000003,2.5468,2.4597,2.4345,3.0825,2.7903,2.6639,2.6163,2.7837,2.6943,2.7459,2.4772,2.8559,2.7049,3.0146,3.0198,3.1637,3.0584,3.2372,3.0901,2.9909,3.1107,3.1202,3.2799,2.9785,2.9684
Mozambique,MOZ,1.3,1.33,1.38,1.44,1.49,1.55,1.6,1.64,1.68,1.72,1.77,1.82,1.88,1.93,1.99,2.05,2.11,2.17,2.23,2.29,2.35,2.42,2.49,2.56,2.63,2.506,2.648,2.478,2.65,2.763,2.784,3.489,3.8289999999999997,4.224,4.504,4.559,5.104,5.478,5.768,6.2,6.752999999999999,7.431,7.972,8.451,8.812000000000001,9.253,9.845,10.464,11.095999999999998,11.812000000000001,18.2437,18.1877,18.4788,18.8415,18.766,19.339,19.4115,18.2018,20.1583,19.4094,18.5347,20.1826,19,22.5513,21.5731,22.8717,21.7553,23.5987,25.2589,24.1519,26.5121,24.8367,25.5299,27.4629,28.4267
Mauritania,MRT,0.2,0.21,0.21,0.22,0.23,0.23,0.24,0.24,0.25,0.26,0.26,0.27,0.28,0.29,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,18.176,18.636,18.922,19.987000000000002,19.289,21.084,22.151,21.083000000000002,21.363000000000003,22.747,22.551,22.881,22.76,23.888,25.217,27.539,32.775,33.625,33.664,32.606,33.564,34.835,36.467,38.223,39.933,6.2575,6.4588,6.341,6.5038,6.5538,6.5097,6.9234,7.1639,7.4831,7.9131,8.301,8.5319,8.5064,8.6645,9.1041,9.2072,9.2395,9.5758,9.0903,9.9433,10.4822,10.4589,10.9185,11.2128,11.2027
Mauritius,MUS,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,49.193999999999996,52.543,56.492,60.053000000000004,62.983999999999995,66.488,70.76100000000001,75.12899999999999,79.745,81.96,89.77799999999999,94.073,96.432,103.29299999999999,109.975,114.735,123.382,133.343,142.743,148.205,156.123,165.618,174.21099999999998,182.822,192.907,2.1318,2.2292,2.313,2.4677,2.5325,2.5876,2.7419,2.8296,3.0908,3.6043,3.9242,4.0328,4.1212,4.2822,4.3212,4.5286,4.8991,5.0362,5.1464,5.1318,5.4025,5.4305,5.5606,5.6704,5.8427
Malawi,MWI,0.94,0.96,0.97,0.97,0.97,0.98,1.0,1.03,1.06,1.09,1.11,1.14,1.17,1.2,1.23,1.26,1.3,1.33,1.37,1.41,1.45,1.5,1.54,1.58,1.63,4.846,5.336,5.013,5.615,5.129,6.051,6.495,6.696000000000001,6.843999999999999,6.955,7.031000000000001,6.659,6.7139999999999995,7.056,7.452000000000001,7.731,8.116,8.882,9.472000000000001,10.047,10.555,10.979000000000001,11.08,11.527999999999999,12.073,9.1227,8.7438,8.1976,7.7916,6.8548,6.5175,6.5837,6.564,6.6287,6.5247,6.5368,6.3236,6.5459,6.874,6.8499,6.84,7.1532,7.4968,8.0908,8.0544,8.891,9.077,9.5476,10.0711,10.1969
Malaysia,MYS,1.8,1.85,1.9,1.95,2.0,2.05,2.1,2.16,2.21,2.27,2.32,2.37,2.42,2.47,2.52,2.57,2.62,2.67,2.72,2.77,2.82,2.87,2.91,2.95,2.99,68.505,75.528,81.977,89.94,97.84899999999999,106.98899999999999,116.823,124.315,113.556,119.31700000000001,129.739,130.377,136.7,144.374,155.227,165.31599999999997,176.321,188.72799999999998,197.877,192.835,206.05200000000002,218.06799999999998,231.051,242.794,258.755,103.214,112.4171,120.1079,123.8851,131.0039,139.2214,152.7594,161.4962,162.8455,172.4514,183.3901,191.2593,202.3824,212.0332,227.3253,239.3104,246.0292,264.4765,279.2293,261.0252,279.3583,280.6518,285.8392,303.1518,316.9021
Namibia,NAM,0.14,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.21,0.21,0.22,0.22,0.22,0.23,37.074,40.236999999999995,42.933,42.195,42.83,44.427,45.688,47.448,48.6,50.032,52.03,52.93899999999999,55.504,58.067,65.942,68.616,74.426,79.119,81.301,80.67699999999999,85.001,89.595,94.271,99.555,105.98700000000001,7.318,8.6395,8.6,8.6125,8.8336,8.9562,8.9416,8.8175,9.4723,9.394,10.078,9.9183,8.9213,8.9097,9.3336,10.2542,11.2524,10.3659,9.8924,11.7423,11.3144,14.4251,14.9196,11.2817,10.7103
Niger,NER,0.8,0.83,0.86,0.89,0.92,0.95,0.98,1.02,1.05,1.09,1.13,1.18,1.22,1.26,1.31,1.36,1.41,1.47,1.53,1.58,1.65,1.71,1.78,1.85,1.92,5.795,5.947,5.501,5.524,5.671,5.739,5.837000000000001,5.891,6.348,6.178,6.007000000000001,6.34,6.394,6.61,6.547000000000001,6.797000000000001,7.1370000000000005,7.28,7.832000000000001,7.542999999999999,7.957000000000001,7.992999999999999,8.763,9.027000000000001,9.512,10.7912,11.2206,11.6926,12.2477,12.7475,13.2926,13.942,14.401,15.1684,15.7823,16.1912,16.9436,17.5324,18.2727,18.9129,19.6695,20.3177,21.3183,22.2291,23.3281,24.426,24.0779,25.7067,26.5887,27.9757
Nigeria,NGA,9.52,9.77,10.02,10.27,10.53,10.79,11.07,11.35,11.63,11.93,12.23,12.54,12.86,13.19,13.53,13.89,14.25,14.63,15.03,15.43,15.85,16.28,16.72,17.18,17.64,21.809,22.059,23.018,22.514,22.021,21.914,22.68,23.165,23.439,23.326999999999998,24.425,25.781999999999996,29.453000000000003,31.397,34.334,36.722,39.091,41.676,44.174,46.824,49.81399999999999,52.138000000000005,53.92100000000001,56.982,60.1,200.7855,210.307,222.0021,221.3583,218.8001,220.8763,230.5498,231.915,231.0249,232.7669,237.8466,251.8772,256.4924,263.5777,267.4313,284.6507,278.6974,277.3761,280.8178,262.3005,283.0582,297.0013,301.2454,305.0604,304.0867
Nicaragua,NIC,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.5,0.51,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.57,0.58,0.59,0.6,0.61,0.61,19.291,19.467,19.543,19.49,20.135,21.337,22.67,23.548000000000002,24.28,25.939,27.18,28.176,28.429000000000002,29.278000000000002,31.234,33.131,35.067,37.32,38.816,37.31,38.878,41.632,44.586999999999996,46.977,49.501000000000005,9.3718,7.6961,8.5669,9.1749,9.5044,8.9686,9.0562,9.7423,10.1819,11.1849,11.6985,11.91,12.3626,13.0448,12.7963,13.0502,13.4632,13.6097,13.445,13.65,13.8744,14.3397,14.3783,14.0621,14.5156
Netherlands,NLD,1.5,1.51,1.52,1.53,1.54,1.55,1.55,1.56,1.57,1.58,1.59,1.6,1.61,1.62,1.63,1.63,1.63,1.64,1.64,1.65,1.66,1.67,1.68,1.68,1.69,191.454,201.165,207.683,213.782,223.46099999999998,234.097,244.842,260.143,277.085,292.685,318.752,331.94,344.472,341.11800000000005,357.772,376.256,409.713,438.967,464.202,445.661,450.403,465.99,472.721,492.415,492.332,197.2425,204.673,203.3263,208.0993,208.189,215.5208,223.4976,214.1189,212.5587,206.064,204.6763,208.511,206.6518,207.8853,208.5124,203.0024,197.5318,197.1037,197.4515,191.1157,200.3303,188.4977,186.9606,186.5283,180.174
Norway,NOR,0.42,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.46,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.5,0.5,0.51,0.51,184.325,195.503,205.91299999999998,215.503,229.919,243.226,267.91,286.053,281.863,305.553,369.564,377.86800000000005,379.598,385.33099999999996,424.86400000000003,477.724,540.798,558.9680000000001,617.572,554.375,579.655,621.45,654.475,670.561,660.154,45.3954,42.8588,45.4403,46.2067,47.3244,46.2449,47.2583,48.9514,50.6536,52.5466,47.1452,47.533,46.9322,49.3739,49.5466,48.2403,48.8642,49.0992,47.9148,47.5017,49.3025,48.1402,47.5755,46.5925,46.8855
Nepal,NPL,1.89,1.94,1.99,2.05,2.1,2.16,2.21,2.26,2.31,2.35,2.39,2.43,2.47,2.51,2.54,2.57,2.61,2.64,2.67,2.69,2.7,2.7,2.7,2.69,2.69,7.71,8.259,8.56,8.855,9.531,9.818,10.285,10.75,10.97,11.395999999999999,12.15,12.795,12.814,13.375,14.187000000000001,14.946,15.72,16.493,17.65,18.441,19.461,20.525,21.961,23.331,25.206999999999997,20.1544,20.6333,20.6262,21.5616,22.4681,23.6651,24.3667,25.133,25.8539,27.0775,27.6235,27.9874,27.4492,27.9262,28.1166,28.7623,28.6249,28.9069,29.9382,31.6855,32.8554,34.2053,35.7524,36.0275,37.5212
Nauru,NRU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.164,52.038000000000004,56.701,64.705,73.393,80.567,104.51899999999999,132.735,0.1281,0.1282,0.1247,0.1174,0.1138,0.1102,0.1066,0.1067,0.1031,0.0959,0.0886,0.0851,0.0815,0.0706,0.0707,0.0671,0.0489,0.0491,0.0492,0.0457,0.0494,0.0459,0.046,0.0498,0.0536
New Zealand,NZL,0.33,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.38,0.38,0.39,0.39,0.39,0.4,0.41,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.44,0.44,0.45,148.636,145.66,149.178,159.607,170.924,179.077,184.64,191.373,193.43099999999998,205.794,215.217,225.005,233.063,239.674,250.805,256.774,277.582,293.85900000000004,298.605,306.997,312.531,327.345,329.86199999999997,362.194,372.606,64.5817,63.9965,65.1432,64.4651,66.0431,67.1538,67.3789,69.8338,68.5862,70.3478,71.0234,73.6541,74.5671,77.1925,76.2451,77.602,77.7839,76.5351,76.5593,73.8342,73.6747,73.1159,75.2315,75.0735,75.7434
Oman,OMN,0.18,0.19,0.2,0.21,0.21,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.33,0.35,0.38,0.4,227.39700000000002,238.62099999999998,252.65200000000002,262.51,268.61400000000003,280.653,290.23400000000004,311.228,322.746,326.556,349.86199999999997,369.16900000000004,364.54400000000004,353.63199999999995,358.918,369.38599999999997,390.208,406.49800000000005,433.096,442.911,444.086,419.421,434.369,428.629,419.50800000000004,39.8603,45.4492,45.637,46.2064,47.3418,50.5048,51.9177,54.5287,55.7966,60.1515,63.4262,65.4475,66.3699,66.634,65.681,64.8814,73.9277,78.0249,77.4993,80.6961,84.6052,91.4675,98.5811,101.7895,106.3043
Pakistan,PAK,10.76,11.08,11.39,11.71,12.04,12.38,12.73,13.11,13.48,13.86,14.23,14.6,14.95,15.31,15.67,16.03,16.4,16.78,17.16,17.55,17.94,18.33,18.73,19.13,19.53,19.83,20.93,22.421999999999997,22.723000000000003,23.421,24.406,25.326999999999998,25.288,25.489,26.072,27.064,27.504,28.151,29.368000000000002,31.642,34.332,36.705,38.621,39.146,39.666,39.887,40.945,42.285,43.983999999999995,45.94,154.1644,155.0553,164.2753,173.9286,178.6145,189.0722,196.6111,203.1946,207.0369,219.2813,221.0742,224.4705,230.6092,238.7029,255.8537,264.0873,282.9551,299.4668,302.4953,312.4073,307.1756,314.094,317.1444,326.774,333.3829
Panama,PAN,0.25,0.25,0.26,0.26,0.27,0.27,0.28,0.29,0.29,0.3,0.3,0.31,0.31,0.32,0.33,0.33,0.34,0.35,0.35,0.36,0.36,0.37,0.38,0.38,0.39,50.975,56.47,61.211999999999996,64.733,66.618,67.803,70.406,74.708,79.469,82.115,84.54700000000001,85.229,86.834,90.447,98.027,106.369,116.913,132.02700000000002,145.23,145.548,153.11,170.998,188.06599999999997,201.12,211.672,7.2486,7.7154,8.3601,8.6123,8.8729,9.221,9.356,9.4462,10.6288,9.9165,10.2146,11.5353,10.7646,10.9407,11.1012,12.7568,13.1825,12.9156,13.1395,14.6105,15.4629,16.4064,16.9859,17.2717,17.7577
Peru,PER,2.21,2.25,2.3,2.34,2.39,2.43,2.48,2.52,2.57,2.61,2.65,2.68,2.71,2.74,2.76,2.79,2.81,2.83,2.86,2.88,2.9,2.93,2.95,2.98,3.01,34.093,35.306999999999995,35.221,37.231,41.913000000000004,45.11600000000001,46.36,49.303999999999995,48.798,49.433,51.151,51.93,55.00899999999999,57.786,61.716,67.051,73.657,81.41,89.84100000000001,90.786,98.691,106.26100000000001,114.00299999999999,121.691,125.61200000000001,42.3869,41.3511,42.3833,43.7364,45.5903,49.755,53.1528,54.2953,54.2624,58.273,58.7799,56.9714,58.746,58.7959,63.3674,64.5022,64.5527,68.4821,73.3878,77.6129,81.2229,84.5137,85.271,86.2102,89.66
Philippines,PHL,6.19,6.35,6.5,6.66,6.82,6.98,7.14,7.3,7.47,7.63,7.8,7.97,8.14,8.31,8.47,8.63,8.79,8.94,9.09,9.24,9.4,9.56,9.72,9.89,10.05,26.045,26.112,26.151999999999997,26.691999999999997,27.796,29.024,30.575,31.985,31.451999999999998,32.176,33.613,34.599000000000004,35.67,37.364000000000004,40.138000000000005,42.553999999999995,45.32,48.775,50.93600000000001,51.06399999999999,54.683,56.898,60.818999999999996,65.14699999999999,69.308,90.0956,90.0489,92.7991,97.9407,105.2999,117.3156,125.9482,134.5987,128.825,133.2598,134.8606,134.0637,136.0349,139.1716,142.7959,144.3051,137.1512,142.9819,146.3679,148.7301,154.9661,156.802,161.6164,171.6044,181.6361
Palau,PLW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.275,105.55,110.044,107.51899999999999,115.426,124.91,127.412,134.68,133.101,129.054,133.511,145.342,154.372,154.07299999999998,164.297,,,0.246,0.2464,0.2467,0.247,0.2474,0.2514,0.2518,0.2558,0.2635,0.2674,0.264,0.2679,0.2681,0.2757,0.2796,0.2761,0.269,0.2619,0.2695,0.3087,0.3478,0.3906,0.4334
Papua New Guinea,PNG,0.46,0.47,0.48,0.49,0.51,0.52,0.53,0.54,0.56,0.57,0.58,0.6,0.61,0.62,0.64,0.65,0.66,0.68,0.7,0.71,0.73,0.75,0.76,0.78,0.79,14.392000000000001,15.921,18.115,21.419,22.643,21.829,23.375,22.294,21.17,21.36,20.814,20.793000000000003,20.66,21.068,21.766,23.351,24.046999999999997,26.781999999999996,26.568,27.918000000000003,30.398000000000003,30.697,32.059,33.187,37.615,9.0116,9.745,10.5857,11.368,12.3943,13.1122,13.06,13.4561,13.4036,12.8331,12.8831,13.3317,13.5599,13.895,14.3717,13.9894,14.0518,15.8887,14.6531,15.1264,14.8625,15.4873,15.368,16.5435,16.7897
Poland,POL,3.81,3.82,3.84,3.85,3.85,3.86,3.86,3.86,3.87,3.87,3.83,3.82,3.82,3.82,3.82,3.82,3.81,3.81,3.81,3.82,3.8,3.81,3.81,3.8,3.8,61.756,59.155,61.835,65.5,70.291,76.65,82.546,89.22200000000001,94.715,100.22399999999999,106.529,111.02,117.811,122.571,133.411,138.959,151.422,167.88,183.104,192.46400000000003,210.483,228.50599999999997,238.332,247.192,256.123,426.2837,425.5318,415.3018,415.4872,411.0634,411.2877,425.9824,415.7699,387.8617,377.2765,362.2652,359.0425,352.059,363.7851,367.5978,368.1703,380.6614,380.0437,373.7409,360.7619,376.4705,373.7688,366.5341,361.1905,352.9075
"Korea, Dem. People’s Rep.",PRK,2.03,2.06,2.09,2.13,2.16,2.19,2.21,2.23,2.25,2.27,2.29,2.31,2.33,2.35,2.37,2.39,2.41,2.42,2.43,2.44,2.45,2.47,2.48,2.49,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.8404,148.959,135.4449,126.4631,115.4331,107.5039,97.4176,90.36,83.3367,89.2384,94.4136,97.9173,94.1445,96.2216,98.3027,102.115,103.8442,90.8422,98.4049,98.2272,94.0842,75.2838,76.8621,63.8065,68.7168
Portugal,PRT,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.02,1.02,1.03,1.04,1.04,1.05,1.05,1.05,1.05,1.05,1.06,1.06,1.06,1.06,1.05,1.05,1.04,117.62899999999999,127.212,131.63,131.834,135.583,143.856,149.026,157.91,166.916,177.235,188.86900000000003,195.40599999999998,203.67700000000002,208.40900000000002,214.75599999999997,227.396,246.554,257.059,266.316,264.691,273.082,267.802,264.541,278.995,287.467,56.4012,58.2994,62.5532,61.5684,63.5591,67.0475,65.4751,67.8688,72.642,79.209,78.6949,78.5553,82.9109,77.6674,79.0179,81.9406,76.6915,77.0037,72.1123,71.5161,65.424,65.2906,63.3763,62.0311,61.5852
Paraguay,PRY,0.42,0.43,0.44,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.62,0.63,0.64,0.65,0.66,51.479,53.67,54.434,57.056000000000004,59.919,63.833999999999996,64.529,66.915,66.259,64.918,63.532,63.136,62.92100000000001,65.66,68.969,71.468,76.007,81.111,86.749,86.015,95.414,100.16799999999999,100.155,108.984,114.869,22.1308,21.0986,22.0486,23.896,25.4291,27.2081,27.1257,27.7252,28.1655,28.6183,26.9332,27.7698,27.257,29.2804,28.034,28.4858,29.0284,30.9006,30.5813,32.2189,34.5527,35.4607,36.966,37.7322,39.9172
Qatar,QAT,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.09,0.1,0.12,0.14,0.17,0.19,0.2,0.22,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.694,881.3839999999999,920.913,914.5160000000001,1013.295,977.686,1075.415,1093.625,1112.56,1089.537,1175.187,1240.246,1226.747,1224.958,1233.0819999999999,14.1619,16.3345,16.4976,17.4096,18.2671,19.1337,20.1564,21.8412,23.379,25.6731,24.6135,26.5155,30.8134,32.315,35.8175,45.0704,48.9346,54.9977,59.5822,64.6711,69.5441,72.085,81.0719,82.8463,88.1129
Romania,ROU,2.32,2.3,2.28,2.28,2.27,2.27,2.26,2.26,2.25,2.25,2.24,2.21,2.17,2.16,2.15,2.13,2.12,2.09,2.05,2.04,2.02,2.01,2.01,2.0,1.99,52.722,47.878,45.081,46.918,49.876999999999995,54.207,57.382,55.635,55.442,55.965,58.489,65.214,71.623,75.516,89.821,96.021,115.447,136.868,167.822,166.352,169.665,179.077,189.315,197.97400000000002,206.233,237.671,201.102,181.7411,169.414,164.9529,167.8534,170.0662,158.7388,143.1133,127.2462,129.2019,133.7962,132.1548,138.3477,135.8128,134.7795,137.6756,135.4848,135.0395,119.4244,115.908,121.0541,118.6238,109.4851,108.7927
Rwanda,RWA,0.73,0.71,0.67,0.63,0.59,0.58,0.6,0.64,0.7,0.75,0.79,0.82,0.84,0.86,0.87,0.88,0.9,0.93,0.95,0.98,1.0,1.03,1.05,1.08,1.11,5.632999999999999,5.841,6.685,6.729,3.608,5.066,5.646,6.124,6.216,6.103,6.393,6.831,7.672000000000001,7.865,8.555,9.475,10.423,11.238,12.401,12.927,13.677999999999999,14.68,15.885,16.516,17.667,3.7394,3.8132,3.8444,3.8628,3.8433,3.7247,3.8538,3.9487,4.066,4.259,4.3127,4.4335,4.5423,4.7953,4.9674,5.073,5.2966,5.6044,5.8124,6.0023,6.2668,6.2833,6.4565,6.6343,6.7283
Saudi Arabia,SAU,1.62,1.68,1.73,1.78,1.82,1.86,1.9,1.94,1.98,2.02,2.07,2.12,2.18,2.25,2.31,2.38,2.45,2.52,2.59,2.66,2.74,2.83,2.92,3.01,3.09,277.094,318.871,329.135,323.347,323.87,323.819,331.421,334.301,341.231,326.347,344.407,338.86400000000003,325.274,357.87199999999996,385.159,407.26099999999997,419.276,426.543,449.45300000000003,431.199,444.98699999999997,484.73699999999997,504.915,511.89,525.508,187.5226,209.1319,223.3013,231.171,244.6804,249.0872,262.214,244.5434,261.3747,266.6427,278.0135,283.5875,302.3265,315.7314,333.5702,350.7025,370.4069,389.7713,420.9901,443.2617,482.7876,503.1672,536.6972,546.437,583.3701
Sudan,SDN,2.01,2.09,2.17,2.25,2.33,2.41,2.48,2.54,2.6,2.66,2.73,2.8,2.87,2.95,3.02,3.09,3.17,3.24,3.31,3.38,3.45,3.53,3.62,3.71,3.8,11.435,12.386,13.155999999999999,13.722000000000001,13.789000000000001,14.533,15.261,16.708,17.15,17.451,18.455,19.535,20.538,21.916,22.736,24.506999999999998,27.029,30.111,32.203,32.62,33.271,36.431,41.522,43.06100000000001,43.978,77.0875,78.4565,83.8057,87.0469,92.7899,94.0393,96.0253,101.4124,107.4581,111.9204,119.4923,116.5956,128.3437,130.095,133.8822,141.3529,137.936,147.3463,147.8735,151.2507,146.9335,147.6323,112.1326,113.0076,114.1945
Senegal,SEN,0.75,0.78,0.8,0.82,0.85,0.87,0.89,0.91,0.93,0.96,0.98,1.0,1.03,1.05,1.08,1.11,1.14,1.17,1.2,1.23,1.27,1.3,1.34,1.38,1.42,15.077,15.513,15.592,15.704,15.592,16.331,16.54,16.937,17.717,18.672,19.24,20.074,20.031,21.234,22.513,23.9,24.581999999999997,25.798000000000002,26.642,26.673000000000002,27.189,27.393,28.541,29.037,30.67,13.2437,13.5327,13.9778,14.2128,14.5498,14.8142,15.2269,15.5157,15.8577,17.028,18.2269,19.7263,18.6515,17.7701,20.2019,21.106,21.45,21.3245,22.4844,22.5981,24.3722,25.0079,23.9951,25.4859,25.3179
Singapore,SGP,0.3,0.31,0.32,0.33,0.34,0.35,0.37,0.38,0.39,0.4,0.4,0.41,0.42,0.41,0.42,0.43,0.44,0.46,0.48,0.5,0.51,0.52,0.53,0.54,0.55,226.551,242.868,257.056,285.983,314.485,333.901,350.86400000000003,373.844,357.402,380.264,416.62699999999995,410.004,428.86199999999997,463.423,516.128,558.097,607.455,652.3009999999999,642.306,628.735,715.66,760.3430000000001,789.788,828.814,866.115,30.9867,32.7231,33.7767,39.2315,41.2915,41.1322,42.4983,42.5137,41.2934,42.1073,46.5105,46.324,45.5855,42.6328,44.1908,42.5954,43.2257,44.558,44.6667,45.8175,49.9498,52.7694,52.3304,52.9509,52.3803
Solomon Islands,SLB,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,12.219000000000001,13.019,14.587,15.091,16.359,17.573,17.678,17.235,17.254,16.947,14.455,13.232000000000001,12.72,13.440999999999999,14.115,14.972000000000001,16.114,17.359,18.531,17.38,18.328,20.646,21.425,21.859,22.163,0.3456,0.3511,0.3541,0.3603,0.3615,0.3708,0.3776,0.3845,0.3906,0.4058,0.4137,0.426,0.4332,0.4442,0.4533,0.4614,0.4731,0.4959,0.5114,0.5261,0.5363,0.5436,0.5514,0.5631,0.5706
Sierra Leone,SLE,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.45,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.61,0.63,0.64,0.66,0.67,0.69,0.7,8.101,8.515,7.055,7.353,7.397,6.957000000000001,7.194,6.852,6.978,6.813,7.231,6.6739999999999995,8.205,8.722999999999999,9.139,9.479,9.857999999999999,10.645999999999999,11.17,11.356,11.833,12.555,14.41,17.31,18.039,3.8471,3.887,3.8098,3.8928,3.9363,3.739,3.738,3.6837,3.5652,3.365,3.3376,3.6288,3.9543,4.1487,4.3873,4.5489,5.2257,4.7015,5.0251,5.1255,5.387,5.8645,6.4402,6.7302,6.7313
El Salvador,SLV,0.53,0.53,0.54,0.55,0.56,0.56,0.57,0.57,0.58,0.58,0.59,0.59,0.6,0.6,0.6,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.63,0.63,29.279,30.307,32.719,34.965,36.906,38.997,39.604,41.141999999999996,42.33,43.516000000000005,44.66,45.736999999999995,46.917,48.276,49.771,52.464,56.146,58.473,60.62,59.558,61.523999999999994,64.926,67.735,70.148,72.363,6.7008,7.5214,7.9018,8.4724,9.1191,9.4163,9.3175,10.1737,10.2885,10.4392,10.3242,11.0476,11.2541,11.6291,11.7252,12.1676,12.5966,13.2192,12.6064,12.3782,12.0738,12.0315,12.2525,11.4966,11.8212
Somalia,SOM,0.72,0.73,0.73,0.73,0.74,0.75,0.77,0.79,0.82,0.86,0.89,0.92,0.95,0.98,1.01,1.04,1.08,1.11,1.14,1.17,1.2,1.24,1.27,1.31,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.266,19.5588,17.7077,19.4451,21.1488,21.6641,22.1223,22.5286,22.4853,22.5153,22.7262,23.0624,23.4123,23.8114,24.1026,24.5166,23.3587,22.3109,22.3646,22.384,22.5806,22.7123,22.9918,23.132,23.2613
Serbia,SRB,0.76,0.76,0.76,0.77,0.77,0.76,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.72,0.71,0.0,0.0,0.0,0.0,0.0,48.801,50.951,55.708999999999996,57.924,51.81,57.261,61.378,68.009,71.979,80.645,91.81700000000001,101.986,112.25399999999999,126.321,125.365,127.973,137.469,139.338,146.291,146.595,80.605,70.1727,63.8406,57.9614,54.2563,60.7418,68.1789,72.9823,72.6501,55.5136,57.7311,60.2061,63.6222,66.7182,72.301,64.7909,66.6952,65.3476,62.7893,60.0287,59.0458,63.2701,58.3934,59.0328,51.4156
